loan_id,age,employment_years,existing_emi,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3553,40,19,0,5200000,17800000,18,558,8300000,5400000,13000000,3100000,Approved
3554,41,13,38104,1800000,6000000,4,548,1400000,2400000,6500000,2600000,Approved
3555,30,10,85419,7300000,28200000,16,486,15300000,8800000,16400000,7700000,Rejected
3556,25,4,0,3200000,11600000,6,635,3300000,4600000,6500000,3900000,Approved
3557,41,11,87411,5200000,20700000,2,538,3200000,2000000,14600000,3600000,Approved
3558,45,12,0,7100000,28200000,14,496,6300000,10900000,27700000,4600000,Rejected
3559,49,13,0,1400000,4800000,6,411,1400000,300000,4400000,1600000,Rejected
3560,38,8,56764,2700000,10700000,6,857,7400000,4200000,8200000,2800000,Approved
3561,50,18,0,6500000,18100000,10,360,15700000,10600000,20200000,6100000,Rejected
3562,50,22,0,9300000,35900000,18,461,9800000,12700000,26200000,11400000,Rejected
3563,49,11,0,6700000,14900000,16,638,3300000,6900000,22300000,8100000,Approved
3564,57,19,137651,6800000,19300000,6,865,12100000,100000,22900000,9000000,Approved
3565,43,20,53068,5600000,13600000,4,449,5900000,5700000,18800000,4300000,Rejected
3566,43,9,0,1900000,4700000,2,870,4700000,2300000,3900000,2300000,Approved
3567,36,16,0,8400000,19500000,6,815,5300000,2500000,24000000,7200000,Approved
3568,29,4,0,2500000,7200000,16,454,4200000,1000000,7100000,2100000,Rejected
3569,44,11,25972,2900000,9900000,18,783,1300000,100000,11000000,2600000,Approved
3570,25,7,54703,3200000,7400000,2,543,3600000,4500000,11200000,4600000,Rejected
3571,38,10,25343,3000000,10900000,2,786,7600000,3300000,8000000,3200000,Approved
3572,30,7,5159,800000,2500000,20,395,1500000,300000,1600000,500000,Rejected
3573,47,10,2009,400000,1300000,2,885,200000,300000,1100000,500000,Approved
3574,46,19,0,4400000,10600000,20,488,10800000,2400000,13200000,4600000,Rejected
3575,49,23,82234,8700000,19900000,10,829,7500000,10500000,20200000,8400000,Approved
3576,40,14,128685,7400000,15400000,6,677,22000000,13500000,28900000,7400000,Approved
3577,35,10,67256,5700000,14400000,12,645,14500000,8600000,12900000,4700000,Approved
3578,47,23,74917,9700000,27600000,10,788,9400000,3100000,31800000,10600000,Approved
3579,40,22,78669,7000000,22400000,6,649,12200000,9900000,17800000,8900000,Approved
3580,45,17,79695,8900000,23100000,4,519,22800000,500000,25200000,4700000,Rejected
3581,36,4,42685,3100000,11200000,14,772,3400000,5800000,8300000,2100000,Approved
3582,27,6,0,2200000,6100000,12,330,5500000,2900000,5000000,2200000,Rejected
3583,44,18,0,7100000,21500000,4,557,8900000,8000000,26400000,4000000,Approved
3584,46,27,135014,8200000,19000000,6,334,24500000,6800000,28600000,10200000,Rejected
3585,48,28,0,9800000,28400000,12,487,8900000,15400000,30800000,11100000,Rejected
3586,46,18,33676,3900000,9700000,8,539,4400000,7600000,7900000,5100000,Rejected
3587,36,5,15086,2200000,8100000,8,710,500000,2900000,7300000,1000000,Approved
3588,36,12,13529,600000,1700000,20,879,1100000,100000,2300000,700000,Approved
3589,63,25,63606,6900000,22000000,10,512,6100000,9100000,20600000,3900000,Rejected
3590,36,11,0,7400000,27300000,18,561,12600000,400000,27100000,9600000,Approved
3591,40,15,70388,4000000,11600000,6,539,5900000,2600000,12100000,4700000,Rejected
3592,34,12,0,700000,2000000,18,544,800000,1300000,1500000,400000,Rejected
3593,46,10,17127,1900000,4600000,16,631,3200000,2700000,4500000,2700000,Approved
3594,28,5,39794,2200000,6800000,20,546,4600000,200000,4500000,2200000,Rejected
3595,26,4,16785,2000000,5600000,14,569,5000000,1100000,7900000,1600000,Approved
3596,34,11,172568,7400000,17900000,6,384,13400000,12300000,22400000,4700000,Rejected
3597,38,17,39258,2300000,9000000,6,583,3600000,1300000,6900000,3400000,Approved
3598,33,11,66839,4000000,15500000,12,517,0,600000,12100000,3500000,Rejected
3599,51,14,0,1500000,5800000,18,420,800000,1900000,4100000,1400000,Rejected
3600,41,11,0,5200000,12900000,18,644,400000,5000000,12000000,7500000,Approved
3601,33,15,134722,5400000,14500000,8,349,10800000,4800000,21100000,6600000,Rejected
3602,44,24,114353,7700000,25300000,18,662,3400000,11400000,19100000,9900000,Approved
3603,36,10,29534,1900000,6400000,20,704,900000,3400000,5300000,1900000,Approved
3604,44,21,119497,6400000,15500000,2,324,18400000,11100000,13900000,4500000,Rejected
3605,52,16,10440,700000,1700000,18,757,1900000,200000,2100000,600000,Approved
3606,38,10,49965,5800000,23000000,16,361,6000000,10100000,23000000,2800000,Rejected
3607,52,17,0,1800000,5400000,4,415,4400000,2000000,5600000,1800000,Approved
3608,45,16,76175,4300000,13800000,18,618,9600000,800000,14000000,2400000,Approved
3609,53,24,36575,8000000,27100000,8,524,16900000,10900000,25600000,8400000,Rejected
3610,34,7,5836,1100000,4100000,18,887,400000,1300000,2600000,1300000,Approved
3611,51,23,75964,8800000,31100000,12,729,12300000,2400000,21900000,9400000,Approved
3612,53,17,0,4800000,18600000,14,774,10800000,5800000,12700000,6500000,Approved
3613,40,7,3828,200000,700000,20,724,600000,0,500000,300000,Approved
3614,42,16,0,1400000,2700000,16,320,900000,2500000,2700000,2000000,Rejected
3615,45,17,61711,2500000,6400000,16,590,3200000,3900000,5800000,3500000,Approved
3616,45,25,191485,8100000,25300000,8,796,15900000,12600000,21500000,7800000,Approved
3617,44,15,140595,6100000,19200000,6,890,13900000,5900000,16700000,7600000,Approved
3618,44,10,36439,2000000,4600000,16,651,2100000,2400000,7200000,1600000,Approved
3619,49,21,91669,4800000,10100000,12,634,9200000,300000,15000000,6900000,Approved
3620,46,14,4736,900000,2800000,2,660,1200000,1400000,2400000,900000,Approved
3621,34,13,22466,1300000,3500000,12,512,3300000,1400000,3200000,700000,Rejected
3622,36,10,74106,4200000,9100000,2,900,6700000,5300000,10900000,5900000,Approved
3623,31,4,46557,3300000,11100000,20,823,4600000,1500000,11700000,2900000,Approved
3624,40,18,0,8700000,28400000,12,880,8000000,1800000,19400000,4400000,Approved
3625,41,12,19286,800000,2600000,2,439,600000,0,1800000,400000,Approved
3626,56,19,0,7400000,17100000,2,441,14700000,1600000,20600000,10800000,Rejected
3627,51,25,60891,6900000,18500000,6,360,14000000,0,18800000,9600000,Rejected
3628,52,24,67416,8800000,33700000,14,561,10200000,7100000,25700000,11900000,Approved
3629,48,16,0,8600000,32500000,4,758,20900000,600000,18000000,6900000,Approved
3630,50,14,99059,5400000,20600000,18,621,11200000,2200000,11600000,5500000,Approved
3631,45,8,64972,2900000,5900000,18,621,200000,3100000,8500000,3500000,Approved
3632,36,15,103831,9800000,21000000,12,342,25400000,16600000,26900000,7000000,Rejected
3633,32,5,69256,3300000,10800000,4,552,4200000,900000,8600000,3300000,Approved
3634,32,9,4255,300000,500000,18,376,300000,0,800000,300000,Rejected
3635,33,2,28204,1500000,4300000,12,801,4400000,2200000,3300000,1100000,Approved
3636,43,15,36900,5400000,16300000,4,512,1600000,3400000,13100000,6000000,Approved
3637,31,10,0,6600000,15200000,18,497,1500000,6900000,14500000,9300000,Rejected
3638,41,16,141329,5700000,17200000,8,386,4200000,7100000,14400000,2900000,Rejected
3639,38,17,82127,8500000,26100000,2,683,6600000,10400000,24100000,5700000,Approved
3640,44,13,128098,7400000,24100000,16,779,800000,2900000,28900000,4900000,Approved
3641,50,16,82357,7800000,17700000,6,876,15600000,15200000,25100000,10800000,Approved
3642,55,22,175295,7200000,16500000,18,515,7800000,6300000,17300000,10600000,Rejected
3643,46,11,125214,7600000,19300000,12,463,5400000,1500000,16000000,9600000,Rejected
3644,42,21,75759,7000000,26700000,4,486,10600000,12200000,18800000,6000000,Approved
3645,33,11,35196,5700000,13000000,6,328,7800000,7500000,20700000,8200000,Rejected
3646,42,14,0,8200000,30600000,10,343,9800000,11500000,16900000,7000000,Rejected
3647,49,26,78044,9000000,27800000,8,712,900000,6700000,24400000,5800000,Approved
3648,54,17,90856,3900000,11900000,6,607,6600000,6000000,8800000,2000000,Approved
3649,46,13,114098,6500000,16200000,4,812,17200000,10700000,20200000,6200000,Approved
3650,30,5,0,2300000,7700000,16,589,6000000,4400000,6300000,2300000,Approved
3651,31,11,0,5700000,21800000,18,657,14100000,3200000,21800000,3200000,Approved
3652,30,11,15372,800000,2800000,12,453,1500000,300000,2900000,600000,Rejected
3653,38,19,0,8400000,19700000,14,889,22400000,5800000,22000000,12100000,Approved
3654,52,19,95406,4300000,17200000,4,564,10400000,6600000,11500000,2200000,Approved
3655,34,10,0,300000,900000,20,419,800000,0,600000,300000,Rejected
3656,45,19,139811,8700000,34000000,16,663,5400000,10700000,17800000,8100000,Approved
3657,41,7,52666,4400000,12100000,4,884,9800000,6500000,15000000,6000000,Approved
3658,35,14,0,5600000,16800000,16,528,7500000,6500000,12300000,3900000,Rejected
3659,46,9,11718,600000,1300000,12,475,100000,1100000,2300000,600000,Rejected
3660,37,8,18376,2500000,5100000,20,695,1100000,4100000,6700000,3500000,Approved
3661,47,14,0,3800000,10500000,10,759,1800000,6700000,8100000,5300000,Approved
3662,35,4,43852,2500000,9600000,4,636,900000,1000000,7300000,2000000,Approved
3663,46,16,112633,5500000,20400000,10,546,10600000,8200000,13500000,4000000,Rejected
3664,32,13,0,4500000,17100000,2,639,10600000,7500000,12000000,6500000,Approved
3665,52,14,0,1900000,4000000,10,388,500000,1400000,5600000,900000,Rejected
3666,48,17,140123,6400000,20000000,12,594,100000,2100000,16500000,5500000,Approved
3667,38,14,84194,3800000,11100000,6,760,2100000,1800000,8700000,5700000,Approved
3668,36,11,113684,6300000,16900000,16,582,16000000,3600000,23700000,6000000,Approved
3669,37,7,1743,300000,600000,6,896,300000,400000,600000,400000,Approved
3670,42,16,174015,7100000,21800000,18,891,7000000,0,18900000,4700000,Approved
3671,36,9,9409,600000,1700000,2,495,1700000,200000,1200000,500000,Rejected
3672,45,9,23311,4400000,15300000,16,865,1200000,8400000,15000000,3400000,Approved
3673,50,23,0,7600000,20800000,12,775,1900000,13600000,19200000,6400000,Approved
3674,51,15,0,8700000,26400000,10,318,11800000,2900000,23200000,9200000,Rejected
3675,51,23,66659,5600000,12700000,12,395,8200000,9300000,22000000,6400000,Rejected
3676,42,14,87210,4100000,13100000,14,772,11200000,4200000,10500000,3800000,Approved
3677,38,15,129498,7900000,16100000,18,318,17300000,2900000,29900000,9300000,Rejected
3678,36,10,111943,5600000,20900000,14,649,4000000,10700000,13000000,8200000,Approved
3679,46,15,0,1200000,3100000,10,438,1500000,2200000,3900000,1000000,Rejected
3680,54,18,35891,6900000,19700000,6,588,9800000,7500000,17100000,7300000,Approved
3681,40,16,64137,2700000,5600000,2,815,1100000,2000000,7100000,2600000,Approved
3682,41,17,111991,9800000,22100000,4,364,16800000,11100000,26500000,7300000,Rejected
3683,45,17,182164,9300000,32300000,4,586,14300000,6400000,37000000,10400000,Approved
3684,54,21,29890,6700000,25300000,12,555,16900000,3600000,23500000,4900000,Approved
3685,49,16,17514,1300000,4600000,10,312,1800000,600000,3100000,800000,Rejected
3686,41,18,0,7900000,17100000,16,605,19200000,14100000,21900000,10400000,Approved
3687,45,10,0,6700000,23200000,18,672,1600000,6700000,20800000,5400000,Approved
3688,43,16,47597,2100000,4500000,18,591,2500000,500000,5500000,1500000,Approved
3689,49,13,39242,4700000,11000000,4,321,10100000,100000,9600000,6900000,Rejected
3690,31,9,0,3700000,13400000,16,393,6400000,600000,14200000,3500000,Rejected
3691,31,10,0,5800000,21800000,2,561,4400000,7200000,15000000,4200000,Approved
3692,45,8,0,2400000,6900000,20,725,1700000,400000,8800000,2400000,Approved
3693,48,20,0,8100000,27600000,16,438,1000000,10500000,32200000,8000000,Rejected
3694,46,12,0,5400000,21400000,12,399,4000000,9700000,12400000,6800000,Rejected
3695,27,2,13817,1400000,5400000,8,592,4100000,400000,4300000,800000,Approved
3696,31,13,39460,2500000,8600000,8,835,2500000,4000000,7700000,1300000,Approved
3697,33,10,34199,1600000,5300000,4,733,400000,2100000,5500000,1100000,Approved
3698,40,11,91523,3700000,10600000,20,484,5800000,1300000,13900000,3500000,Rejected
3699,36,7,10371,500000,1800000,20,615,500000,700000,1100000,300000,Approved
3700,44,15,127390,5300000,19500000,4,591,13200000,4700000,19800000,7900000,Approved
3701,36,14,0,2800000,6800000,12,349,4100000,2000000,11100000,1400000,Rejected
3702,46,15,200327,9600000,29900000,18,478,18500000,15200000,38200000,9400000,Rejected
3703,44,7,0,2200000,7800000,20,633,0,3900000,8400000,1900000,Approved
3704,34,16,42811,8400000,30900000,8,378,18600000,1000000,25900000,11100000,Rejected
3705,23,3,0,2100000,5300000,20,461,1500000,3800000,8100000,1700000,Rejected
3706,37,17,0,2800000,7000000,2,834,500000,2900000,8100000,1300000,Approved
3707,39,5,42710,2500000,5800000,20,671,7400000,500000,7500000,2000000,Approved
3708,34,10,12521,1700000,5800000,10,524,4100000,2900000,6600000,800000,Rejected
3709,47,16,55505,6100000,20700000,4,816,14900000,5400000,24200000,5900000,Approved
3710,51,16,77490,4100000,11700000,10,729,6900000,6200000,15400000,2100000,Approved
3711,46,21,65332,4500000,12700000,8,307,11000000,3800000,12600000,2700000,Rejected
3712,49,15,112624,5600000,19100000,8,350,2700000,1200000,14200000,4200000,Rejected
3713,42,22,0,5800000,16600000,10,444,13300000,5900000,15000000,8500000,Rejected
3714,62,26,0,8600000,26700000,10,895,2200000,8800000,22600000,6900000,Approved
3715,47,9,15829,2900000,10500000,20,708,4200000,600000,7700000,4300000,Approved
3716,38,15,48481,8300000,17600000,2,355,1000000,700000,28400000,6800000,Rejected
3717,40,13,37629,2400000,5100000,6,756,1500000,200000,5300000,3400000,Approved
3718,51,13,114495,5600000,12000000,4,719,5600000,2900000,14500000,3400000,Approved
3719,48,18,232218,9500000,35400000,14,439,400000,1200000,20200000,13500000,Rejected
3720,30,12,36308,4900000,15900000,10,668,10800000,8300000,14900000,2800000,Approved
3721,42,17,147166,5900000,16500000,2,765,13000000,9400000,20000000,3500000,Approved
3722,27,2,0,500000,1500000,4,476,200000,200000,1100000,700000,Approved
3723,46,16,174777,7000000,21700000,14,781,5400000,8500000,19300000,9600000,Approved
3724,34,6,60833,3500000,12700000,4,350,5200000,6800000,12900000,1800000,Approved
3725,31,10,111776,5200000,12200000,16,783,5000000,2000000,11400000,5100000,Approved
3726,51,23,153846,6300000,19900000,12,770,1900000,2400000,15500000,3100000,Approved
3727,55,19,112558,8400000,28300000,10,822,1800000,16000000,33000000,4400000,Approved
3728,56,22,0,7500000,22500000,14,469,12300000,9600000,16200000,4500000,Rejected
3729,45,15,47498,3300000,13000000,16,300,5500000,5900000,7400000,3100000,Rejected
3730,44,25,0,8800000,22400000,14,692,21700000,5100000,18600000,10900000,Approved
3731,34,2,3254,200000,700000,18,707,-100000,100000,500000,200000,Approved
3732,60,24,168191,8000000,29100000,4,658,10600000,8600000,28800000,4600000,Approved
3733,49,12,24567,1000000,4000000,6,625,700000,100000,2800000,500000,Approved
3734,55,26,196324,9400000,26700000,10,343,7600000,2500000,28600000,13200000,Rejected
3735,49,12,33816,2100000,7300000,18,358,3700000,3200000,7200000,2200000,Rejected
3736,50,12,85143,5400000,11500000,20,705,14600000,3800000,13500000,6100000,Approved
3737,26,8,0,4700000,15100000,8,799,9700000,2500000,10700000,4700000,Approved
3738,44,14,0,8800000,33700000,12,397,17300000,16000000,22200000,8800000,Rejected
3739,37,4,0,3200000,12200000,6,493,7700000,6200000,6700000,2100000,Rejected
3740,47,16,162277,7200000,21900000,4,446,17700000,10900000,24500000,7600000,Approved
3741,38,16,0,2500000,7200000,16,315,5500000,3300000,4900000,2800000,Rejected
3742,45,23,112808,6900000,15700000,14,887,13800000,5300000,25200000,4500000,Approved
3743,55,21,0,5700000,20500000,16,429,2800000,1900000,22400000,3900000,Rejected
3744,58,23,76704,5500000,15100000,18,673,10500000,8000000,13900000,7200000,Approved
3745,48,18,38429,9200000,29100000,10,731,14500000,8300000,35800000,5000000,Approved
3746,55,17,53261,5700000,11500000,2,732,15800000,3700000,15600000,5300000,Approved
3747,49,12,110086,5000000,16400000,14,525,13000000,9100000,15300000,3300000,Rejected
3748,39,4,47484,2300000,5500000,6,343,-100000,4100000,4800000,3200000,Rejected
3749,34,6,45256,3000000,11000000,16,331,8000000,4500000,6600000,2400000,Rejected
3750,45,14,0,7900000,26200000,18,845,14200000,14700000,27400000,6300000,Approved
3751,32,3,10212,2000000,6200000,16,696,4100000,600000,5400000,1300000,Approved
3752,43,13,14875,2700000,8700000,14,772,2200000,2800000,7600000,3700000,Approved
3753,36,14,0,6400000,15800000,18,628,6900000,2700000,24800000,5300000,Approved
3754,51,15,66318,8200000,19100000,2,764,22900000,8900000,20500000,4000000,Approved
3755,40,9,31314,2800000,6900000,14,553,400000,4900000,6800000,4200000,Approved
3756,55,24,215244,8900000,20000000,2,653,12700000,600000,17800000,9900000,Approved
3757,37,19,100430,5100000,20000000,4,506,7900000,8900000,20300000,6700000,Approved
3758,42,16,55723,2800000,8500000,20,431,6200000,1700000,7800000,2200000,Rejected
3759,57,20,131033,6100000,12300000,18,697,14100000,9100000,12600000,3500000,Approved
3760,57,22,192468,8400000,24500000,6,588,11000000,1300000,22900000,10400000,Approved
3761,28,2,0,1600000,5600000,6,846,600000,2800000,4600000,1200000,Approved
3762,34,7,0,4100000,11000000,14,379,6200000,1700000,8500000,5400000,Rejected
3763,21,1,0,300000,700000,10,745,0,0,900000,100000,Approved
3764,43,19,209261,9600000,34500000,20,523,26100000,2600000,24300000,5300000,Rejected
3765,51,18,0,8300000,25400000,4,624,22900000,4000000,24800000,5400000,Approved
3766,39,20,34169,4600000,16700000,16,407,13000000,6000000,9800000,2800000,Rejected
3767,43,17,119713,5600000,11600000,12,756,3300000,1800000,18400000,7800000,Approved
3768,44,14,0,4100000,8300000,16,351,6000000,100000,11100000,2200000,Rejected
3769,28,7,71063,3700000,13400000,18,373,2800000,100000,13200000,2500000,Rejected
3770,50,13,17639,800000,2400000,2,461,1300000,1300000,2300000,300000,Approved
3771,36,18,0,8100000,28100000,12,672,5600000,9200000,17200000,9500000,Approved
3772,49,13,61899,2700000,9500000,10,434,2700000,1500000,8100000,1800000,Rejected
3773,43,19,0,7000000,21400000,12,541,3700000,1300000,19800000,9600000,Rejected
3774,41,12,50655,8100000,29300000,2,413,8100000,15100000,25500000,6400000,Approved
3775,33,10,0,3200000,7600000,4,592,3000000,1400000,8100000,4700000,Approved
3776,42,13,8023,400000,1400000,10,665,300000,300000,1500000,200000,Approved
3777,34,16,98458,7800000,23900000,4,313,2600000,15300000,23000000,10900000,Approved
3778,40,17,127397,5800000,19600000,14,673,8900000,10700000,18000000,7200000,Approved
3779,40,7,0,2600000,6000000,8,382,1700000,2200000,8200000,1600000,Rejected
3780,43,8,0,5400000,21100000,12,661,15800000,10400000,20100000,5400000,Approved
3781,27,4,2671,600000,1700000,4,576,400000,100000,2100000,500000,Approved
3782,51,14,6815,600000,1200000,14,443,700000,1000000,2200000,800000,Rejected
3783,63,29,211253,9500000,21700000,16,307,27500000,2700000,28500000,9700000,Rejected
3784,46,10,18838,1900000,4800000,12,656,1500000,1600000,5400000,1700000,Approved
3785,46,15,178614,9800000,21200000,4,885,18000000,16400000,37300000,10800000,Approved
3786,40,13,0,7800000,16600000,20,896,12400000,10800000,30500000,5500000,Approved
3787,60,22,0,4900000,14100000,2,802,3300000,7500000,16100000,2700000,Approved
3788,37,17,184263,8300000,22700000,2,650,3600000,16000000,18000000,5800000,Approved
3789,41,9,41779,3900000,8900000,10,665,9300000,4000000,9200000,5300000,Approved
3790,50,27,207542,9000000,35700000,12,339,15200000,8400000,19500000,9000000,Rejected
3791,43,15,0,9600000,32400000,20,447,15400000,18400000,19800000,4700000,Rejected
3792,49,12,12643,1000000,2400000,18,613,1600000,1300000,2600000,600000,Approved
3793,33,15,38535,2800000,7200000,16,424,900000,5000000,6100000,3200000,Rejected
3794,39,15,56332,8300000,20800000,6,667,19300000,4100000,25400000,6800000,Approved
3795,48,16,33614,6900000,18300000,18,715,8200000,600000,15000000,7500000,Approved
3796,39,8,19667,3800000,9100000,18,654,9000000,4000000,10200000,3000000,Approved
3797,59,24,0,8000000,17800000,20,549,2400000,9700000,27400000,10800000,Rejected
3798,51,20,137977,9800000,29700000,4,373,11100000,5500000,37800000,10000000,Approved
3799,46,12,59862,2900000,7200000,16,332,3600000,5700000,7600000,3600000,Rejected
3800,54,20,160543,7900000,31500000,20,534,12400000,8500000,21600000,6400000,Rejected
3801,49,19,0,4600000,17900000,8,396,10700000,4000000,12300000,2600000,Rejected
3802,44,10,17630,1000000,3700000,18,892,2200000,800000,3000000,500000,Approved
3803,42,23,176533,9000000,21300000,14,602,3400000,7700000,35400000,11000000,Approved
3804,45,17,184690,9400000,36100000,10,615,21200000,3800000,27400000,9100000,Approved
3805,38,11,49668,7400000,23300000,20,482,15700000,3600000,29100000,6800000,Rejected
3806,42,20,97470,6600000,20100000,16,397,19200000,7000000,17200000,8400000,Rejected
3807,43,13,20134,1300000,3400000,10,464,1200000,200000,3500000,1400000,Rejected
3808,28,2,16590,1100000,3400000,14,832,3200000,200000,4400000,1600000,Approved
3809,47,16,0,9200000,34800000,12,802,22000000,11000000,19800000,12500000,Approved
3810,39,10,66690,7000000,23900000,18,628,13400000,6600000,25200000,7200000,Approved
3811,40,21,85863,5100000,18800000,10,694,6400000,5300000,13500000,4100000,Approved
3812,36,14,39430,3200000,9300000,20,741,3800000,3500000,6900000,2300000,Approved
3813,40,12,0,3700000,10900000,14,748,3700000,2800000,13200000,4100000,Approved
3814,33,9,22822,3600000,12800000,4,320,2500000,2900000,12600000,2900000,Approved
3815,30,10,97479,5600000,11700000,10,774,11000000,4300000,13100000,6500000,Approved
3816,48,21,81446,9500000,32000000,2,500,8300000,9700000,24500000,5600000,Approved
3817,37,17,0,1500000,4000000,18,706,0,2700000,4400000,1700000,Approved
3818,45,16,138449,7400000,18300000,10,601,16400000,12600000,28800000,6100000,Approved
3819,33,9,34871,6000000,17400000,16,806,1800000,2100000,20200000,3500000,Approved
3820,49,11,71827,3000000,9600000,6,644,3900000,700000,10500000,3000000,Approved
3821,48,20,126451,6000000,12900000,14,723,700000,1600000,13600000,4100000,Approved
3822,35,8,0,600000,1500000,12,509,1600000,100000,1900000,800000,Rejected
3823,37,3,28949,1800000,6600000,4,898,2400000,100000,4600000,1400000,Approved
3824,30,10,0,5500000,12000000,2,567,7200000,4700000,11500000,7000000,Approved
3825,28,6,7200,1000000,2100000,6,715,2200000,1000000,2200000,1100000,Approved
3826,35,2,18057,1700000,3500000,10,854,5000000,2400000,3400000,1700000,Approved
3827,53,20,77615,3400000,12300000,8,523,6100000,4700000,8300000,2600000,Rejected
3828,42,18,203119,9600000,35900000,8,534,24500000,17700000,31900000,5400000,Rejected
3829,49,15,44258,2600000,7600000,18,470,700000,700000,5500000,2900000,Rejected
3830,44,8,0,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved
3831,41,21,0,4300000,12800000,20,572,8600000,2200000,11000000,6100000,Approved
3832,41,12,20597,1400000,3500000,16,365,2600000,2200000,2900000,1600000,Rejected
3833,43,21,190100,8000000,18000000,16,791,13900000,10300000,23400000,10600000,Approved
3834,28,7,101644,5000000,18100000,12,424,5200000,2000000,14500000,6100000,Rejected
3835,34,10,80661,4500000,10200000,12,726,2900000,8600000,17500000,4200000,Approved
3836,53,17,47261,3400000,9900000,2,736,3900000,4800000,10600000,4500000,Approved
3837,49,13,0,5700000,12800000,14,488,13600000,1000000,13200000,5500000,Rejected
3838,37,3,55163,2600000,7600000,10,400,6800000,2800000,10100000,3200000,Rejected
3839,38,16,0,4500000,12200000,20,311,11200000,5000000,12700000,2400000,Rejected
3840,39,13,66543,5100000,16800000,2,504,6400000,2700000,17100000,4400000,Approved
3841,47,10,0,5100000,18600000,20,312,9600000,6000000,16500000,5500000,Rejected
3842,35,11,35765,1700000,6500000,14,587,1100000,1000000,6400000,1500000,Approved
3843,30,7,60071,5200000,10500000,20,317,3000000,8000000,19300000,5300000,Rejected
3844,45,19,0,8400000,29000000,2,463,12700000,1100000,20100000,6700000,Approved
3845,42,18,45821,9000000,34000000,16,842,6300000,16900000,22900000,5800000,Approved
3846,39,18,71138,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Approved
3847,32,12,0,5400000,19400000,8,800,800000,6100000,19500000,3000000,Approved
3848,26,4,0,700000,2100000,12,813,200000,1300000,2200000,500000,Approved
3849,49,11,0,7600000,24800000,12,564,14000000,6200000,24700000,6700000,Approved
3850,42,17,49220,5000000,14700000,12,837,2200000,7200000,11700000,4800000,Approved
3851,44,16,36602,2500000,9400000,16,735,0,2200000,9500000,1700000,Approved
3852,40,6,0,2000000,5200000,16,724,5200000,3800000,4600000,2800000,Approved
3853,48,27,0,9000000,23900000,12,658,5700000,4600000,32100000,6100000,Approved
3854,39,16,157745,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Approved
3855,35,7,65872,3100000,8500000,8,614,1700000,4600000,11000000,3300000,Approved
3856,57,24,0,8500000,25600000,16,714,11400000,14800000,17200000,5700000,Approved
3857,38,9,0,1200000,4600000,20,605,3600000,1500000,4600000,600000,Approved
3858,33,14,33494,2800000,5500000,8,875,6900000,4000000,6000000,3300000,Approved
3859,45,7,0,2800000,10900000,6,359,5000000,3300000,7600000,3000000,Rejected
3860,56,19,50580,6500000,24100000,6,441,14100000,9600000,15300000,5200000,Rejected
3861,56,24,197049,8700000,25200000,18,790,25000000,9100000,18400000,8400000,Approved
3862,51,17,76119,5400000,13600000,4,821,11600000,8700000,19900000,5600000,Approved
3863,59,24,0,8600000,33300000,16,375,19600000,11200000,25500000,11200000,Rejected
3864,37,9,0,4700000,9600000,10,545,5200000,7200000,12000000,5300000,Rejected
3865,40,15,0,1100000,3900000,4,891,1100000,200000,3400000,900000,Approved
3866,51,15,81645,6400000,14000000,8,486,5100000,12700000,23900000,3700000,Rejected
3867,25,7,24026,4300000,9900000,4,696,12400000,2100000,17000000,2100000,Approved
3868,45,19,54256,2900000,11100000,4,683,1700000,3900000,9400000,3300000,Approved
3869,56,29,107686,9600000,27100000,8,594,25500000,4600000,26800000,13300000,Approved
3870,44,6,6878,900000,2500000,20,529,900000,300000,3200000,700000,Rejected
3871,30,12,76050,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Approved
3872,40,17,161727,8800000,25000000,4,400,11300000,4000000,23600000,9400000,Rejected
3873,48,15,134585,8800000,17500000,4,848,25400000,8200000,31600000,5100000,Approved
3874,46,17,0,6400000,21500000,6,489,1600000,4600000,17600000,8900000,Rejected
3875,43,5,30085,2900000,6600000,10,326,8600000,2200000,7400000,3400000,Rejected
3876,42,11,8629,1600000,6100000,8,663,3900000,800000,6400000,1200000,Approved
3877,50,12,0,1600000,5100000,18,729,2500000,2000000,6200000,900000,Approved
3878,30,12,40364,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Approved
3879,60,22,76156,5600000,16700000,14,856,400000,10200000,14700000,5200000,Approved
3880,59,22,139800,8100000,19900000,20,347,22800000,14400000,29800000,5500000,Rejected
3881,48,27,53760,9100000,19300000,12,696,26200000,7700000,30100000,13300000,Approved
3882,43,17,0,5500000,17100000,8,353,400000,200000,17100000,5200000,Rejected
3883,49,21,0,9700000,34300000,20,756,15700000,18500000,26800000,14100000,Approved
3884,36,9,0,2300000,5400000,16,490,6200000,3700000,5500000,2100000,Rejected
3885,38,11,58146,5600000,18000000,10,531,6500000,9000000,19800000,8400000,Rejected
3886,49,19,89332,4500000,16600000,4,679,10300000,3100000,11700000,5000000,Approved
3887,50,12,0,500000,1800000,8,877,100000,200000,1100000,600000,Approved
